batch_size,lr1,lr2,test_acc,test_micro,test_macro,val_acc,val_micro,val_macro
batch_size,lr1,lr2,test_acc,test_micro,test_macro,val_acc,val_micro,val_macro
32,2e-05,0.005,0.5926682692307692,0.5900079302141158,0.5910272406558806,0.6002604166666667,0.6031746031746031,0.6036636206594344
32,2e-05,0.001,0.5989182692307693,0.5963521015067407,0.5931910414266915,0.59453125,0.596031746031746,0.5949047547800608
32,2e-05,0.0001,0.6090745192307693,0.6066613798572561,0.6046292529461927,0.6083333333333333,0.6087301587301587,0.6046835088265656
32,3e-05,0.005,0.5923076923076923,0.5908009516256939,0.5854466532986905,0.6153645833333333,0.6158730158730159,0.6091563860269691
32,3e-05,0.001,0.5875600961538462,0.5836637589214909,0.5827821688062885,0.5984375,0.6,0.5994507797557097
32,3e-05,0.0001,0.6071514423076924,0.605868358445678,0.602517289117667,0.6033854166666667,0.6063492063492063,0.6018176976865495
32,5e-05,0.005,0.5935096153846154,0.5931800158604282,0.5923542275982144,0.5731770833333333,0.5769841269841269,0.5768076215588369
32,5e-05,0.001,0.5892427884615385,0.5900079302141158,0.5918859561898174,0.5942708333333333,0.5944444444444444,0.5970150597437875
32,5e-05,0.0001,0.5981370192307692,0.5955590800951626,0.5899542134073665,0.6125,0.6142857142857143,0.6058589389472478
