batch_size,lr1,lr2,test_acc,test_micro,test_macro,val_acc,val_micro,val_macro
32,2e-05,0.001,0.6173076923076923,0.6161776367961935,0.6108496318749886,0.6138020833333333,0.6142857142857143,0.6066949920879882
32,2e-05,0.0001,0.5837740384615385,0.584456780333069,0.5876298640043648,0.5830729166666667,0.5857142857142857,0.5898947474080987
32,3e-05,0.001,0.5938701923076923,0.5923869944488501,0.5933281820073041,0.59765625,0.5992063492063492,0.6013988793296041
32,3e-05,0.0001,0.6071514423076924,0.605868358445678,0.6069527847688243,0.5869791666666667,0.5896825396825397,0.5900117322291234
32,5e-05,0.001,0.5919471153846154,0.591593973037272,0.5898671342109018,0.5950520833333333,0.5992063492063492,0.5971809861996777
32,5e-05,0.0001,0.6207932692307693,0.6185567010309279,0.6133210494134647,0.5953125,0.5968253968253968,0.5927294564223615
batch_size,lr1,lr2,test_acc,test_micro,test_macro,val_acc,val_micro,val_macro
16,2e-05,0.001,0.5993184031158715,0.598731165741475,0.5958084802199967,0.6115506329113924,0.611904761904762,0.6044234360116232
16,2e-05,0.0001,0.6068646543330087,0.6066613798572561,0.6067372806975153,0.5901898734177216,0.5904761904761905,0.5908174994890198
16,3e-05,0.001,0.5902507302823758,0.5900079302141158,0.5859892006573227,0.5904535864978904,0.5912698412698413,0.5889634435066159
16,3e-05,0.0001,0.5983446932814022,0.5979381443298969,0.5953526141756693,0.6115506329113924,0.611904761904762,0.6101624397964561
16,5e-05,0.001,0.5766187925998052,0.5765265662172878,0.5705819088813232,0.5764767932489451,0.5769841269841269,0.5695169868411065
16,5e-05,0.0001,0.6021178188899708,0.6019032513877874,0.5936970682509789,0.5791139240506329,0.5793650793650794,0.573238903346565
