lr1,lr2,test_acc,test_micro,test_macro,val_acc,val_micro,val_macro
lr1,lr2,test_acc,test_micro,test_macro,val_acc,val_micro,val_macro
lr1,lr2,test_acc,test_micro,test_macro,val_acc,val_micro,val_macro
batch_size,lr1,lr2,test_acc,test_micro,test_macro,val_acc,val_micro,val_macro
32,2e-05,0.001,0.5938701923076923,0.5923869944488501,0.5925321083198843,0.596875,0.5984126984126984,0.5993562054519173
32,2e-05,0.0001,0.6075120192307693,0.6050753370340999,0.6058606055481778,0.6,0.6015873015873016,0.6026100122301099
32,3e-05,0.001,0.6028846153846155,0.6026962727993656,0.6010656649073762,0.6046875,0.6063492063492063,0.6047700132570687
32,3e-05,0.0001,0.6071514423076924,0.605868358445678,0.6044994314096072,0.5981770833333333,0.5984126984126984,0.5951140992705148
32,5e-05,0.001,0.6149639423076924,0.6137985725614592,0.6130014035127345,0.5846354166666667,0.5873015873015873,0.5867563035660465
32,5e-05,0.0001,0.6028846153846155,0.6026962727993656,0.5958650523376683,0.57890625,0.5801587301587302,0.5734092794597081
batch_size,lr1,lr2,test_acc,test_micro,test_macro,val_acc,val_micro,val_macro
16,2e-05,0.001,0.5973709834469328,0.5971451229183188,0.5979002312028321,0.5917721518987342,0.5920634920634921,0.5952621735282074
16,2e-05,0.0001,0.5908592989289192,0.5908009516256939,0.5912710530871084,0.6010021097046413,0.6015873015873016,0.600460902396544
16,3e-05,0.001,0.5910418695228822,0.5908009516256939,0.5921228013259603,0.5870253164556962,0.5873015873015873,0.5898962622183662
16,3e-05,0.0001,0.5839216163583252,0.5836637589214909,0.5852882776669696,0.5878164556962026,0.5888888888888889,0.5912117181288779
16,5e-05,0.001,0.4731621226874392,0.4726407613005551,0.37168734112679214,0.46439873417721517,0.4642857142857143,0.3709321493038435
16,5e-05,0.0001,0.5249513145082766,0.5241871530531325,0.4376578537542355,0.5192510548523207,0.5198412698412699,0.44187728231039214
